bb13ff6e024dbfa0afdfb8b2417afd2a07078dae
140	bb13e5bad96646668ccc2fe886585f8871c96aef	91.193.223.49	29975	619.969200
142	bb138457bdb7b4afda35fecade6ad907fbd4a0b2	173.21.85.143	62078	271.868300
142	bb13870ee181824f2cbcc8dda3301f01fe09148a	89.149.85.143	43101	268.199500
142	bb138ab09fa9a43bdb9ae1cf71ee35a1c9e43701	37.48.89.169	51413	753.355900
142	bb13ab30f34c3de70d351b65df855ac46a803d1e	185.50.7.17	6881	460.997700
142	bb13b249f1f1bbe9ebb3a6db3c870c3e99245e52	61.80.73.155	44723	873.105100
142	bb1381c1431ed490b17ef69f6115805e54ef1595	83.202.32.92	63375	159.890300
143	bb133b3f0f164db874b4468df47e5465a4fc6713	151.71.14.44	42393	191.702700
143	bb1302d6ae529049f1f1bbe9ebb3a6db3c870ce1	71.115.21.125	45608	436.194900
143	bb131d926baaaa486c3b743e291d80200b2a1855	69.119.157.32	6881	652.294900
143	bb132a496b4556d5cf0560c9ecf243b65ca56d05	5.146.193.52	50247	626.253000
143	bb132fcc594f6093dd56dc5daf8fee048993c00c	188.242.3.238	51413	188.445100
144	bb122a622c013001021850be10ccc03d6918de62	92.98.142.121	49001	599.399300
144	bb128377c007097ef518684f68acdbb3e51cd184	135.19.159.18	46436	285.992800
144	bb12e49f76f03d25810c6ee11b3eed2b1fcbfa57	76.25.2.46	65354	759.647800
144	bb1202105357d2fd13bde919e22d473c036ce6c8	187.106.106.51	31663	813.238900
144	bb129eb84df6e9726e6635b38ec5e636611d05ce	100.34.24.165	51413	521.478900
144	bb125c2e1c853c110c4f112f1e8cff9aa7cbabaf	195.140.253.11	60649	299.332900
145	bb1131fe1e1934700490d716a255ef3bef614357	213.194.136.26	51413	201.120100
145	bb119a243bc685372239fd8475a44cb36b10a1fd	91.121.118.66	63841	153.002200
145	bb10d6ef33e2cfc7914c41a6a16279d4d0e40302	109.106.226.40	48360	250.031500
145	bb11c106e63ede0486a9ad8c816a0868d3f94dfa	77.153.231.173	6881	175.954500
145	bb11dae692a340f1d2e8e3d5c408f6e8aba271e8	192.3.148.81	51412	281.498800
145	bb11a28bd4e8ab464628b3c111034a15da8b2853	176.48.97.117	49001	491.667000
146	bb17423cd68d4d7606f4a07469ab3f4c9dc9f2aa	185.45.195.168	28149	513.460500
146	bb14fef5e02db5072ce27c781a36ccc54223634e	77.222.128.158	62183	194.577800
146	bb14f09017b4e1ef234ba666bde648b7f8c90b9c	79.137.193.12	61778	203.223000
146	bb142e55350a5f515a8e34ec77adb70a72051aa8	93.153.214.198	56741	195.325000
146	bb17b1b99323c70641af4232f4e9b9a3ec482219	84.114.154.117	55327	363.054900
146	bb15cdd2c363e6bb175ff2d16e841f69afaeaba3	81.2.177.75	51413	187.276900
147	bb1da197cb27d2aa840cd734534b88792429e9f4	89.115.117.207	60045	177.654800
147	bb18b016b60bbdde2a460c75cd9bdba06550842b	84.236.55.3	62512	587.747300
147	bb19afd00347de851bcf8590f2aad021319278c6	86.97.128.16	6881	653.085900
147	bb1a18b0efa7bab61c2c06f67ce6439aac32179e	93.56.175.116	17873	677.256000
147	bb1a416cd3c5b58a667d06cafc5bc2c3ea49ad67	82.218.170.195	6889	758.488000
147	bb1bff783bbe655f98999f21b0c0be0e4bfd8225	188.0.175.202	12047	227.595500
147	bb1a94c5480a5d20d51668311afa6edfe630f386	122.116.79.159	6881	984.351300
148	bb03f29ec788ad2415bdc062e040b161a9dbfccb	185.45.195.160	28189	293.510100
148	bb0114073485d7a7d22a55ce141837d6d7b88ff0	195.154.108.107	51413	190.328400
148	bb0b500defb5b973346ec9de656d93124322670b	95.217.37.108	63511	813.174900
148	bb0dc4009943c23cde5de4b8c29750625cd669a9	83.251.155.63	51413	180.072300
148	bb0985ff2505d630f0d05218f20478de9ec68c38	185.45.195.150	28195	421.353700
148	bb004ed88b47fd3e7cd4bd934ac8e39d2baed145	102.65.109.75	6881	49.118600
149	bb246644685abbd46545735c2ddf373c88f1e993	185.45.195.179	28127	758.885400
149	bb3ba62af5c002b46a8b0c5ec2c563ddbef39a55	99.240.145.199	51413	783.864000
149	bb20a24b8132a5a94ac844501d6fdfae3f4b97a4	185.45.195.166	28128	357.056600
149	bb35cb830d0ed33a33bb077fc639ee005203c00b	95.155.195.210	55555	1879.696100
149	bb3ac35b5118663717c30e35485cc6fbc0fb6b9a	94.23.34.72	62596	676.188500
149	bb239e5820a687320da10dbce7c87e6add137c5c	163.172.47.78	51413	184.641000
149	bb3b725ae725c82a94ea94f6f22153fb54567047	202.82.244.51	6889	610.918800
150	bb411aec27be56b5a979b0d3e9af029911b3e41d	185.107.71.134	28023	157.979900
150	bb642c930f494d1606edf9201ce9179fe6991b18	37.187.104.28	51414	178.913700
150	bb49cab71948e64c47ec743f7a16cca1c6415473	42.3.31.211	6881	499.209200
150	bb6d040ba0a8be80e48e10513d073131983e750f	142.114.185.212	43611	578.699400
150	bb6011695998c4b311f141d0113eb89b1a217f9a	78.32.66.211	6889	158.224000
150	bb63e849f1f1bbe9ebb3a6db3c870c3e99245e52	24.151.148.28	42191	590.230200
151	bbabf1c90be65107ffc98e7afe80fb605fc7e700	86.49.99.70	51413	214.530100
151	bbd641c750dcd689f0d2f3a5a36848b3e0701589	192.131.44.68	49990	233.010700
151	bbf9aee3b78a0a98c70d485c97f25c37499e8d5a	37.48.89.223	41829	702.782200
151	bbe0ea1849301b596678b8ac64a707793f015794	185.21.216.198	63140	804.678000
151	bbd238a30c3b035a2ec20df7d6b1f7a21c1305e4	195.154.179.2	35781	169.776500
151	bbea0e9f1a570efebc73ec99945b2354f934136a	198.52.149.139	42299	794.246600
151	bb856bdd473599d32697badfefb33e06a55260e1	116.12.3.180	22471	381.456100
152	ba35bffec323e1cca02ed3f83ef5c0c8eb3ee3cf	178.32.221.38	6881	516.572400
152	bad0cf5dcf8fb554bb7b3a0ad32e407d81a66dff	185.45.195.172	28172	352.443100
152	ba67a80298d402000c6ea045e08e11d1edfa9101	95.169.225.33	29700	605.650600
152	ba7b823aba265a56389294dad949ba6922b7bf36	5.135.186.175	51413	314.764400
152	ba704955a30873ee478033aa81de2e283c6b6fa5	51.15.90.92	51413	200.468500
152	ba16409453b462c92de3944ad954e07ec19f911e	78.47.168.199	51413	209.880100
152	ba801d142b86dabe7d70f7f4b5ac70a95eb67d3f	185.203.56.9	52549	778.705100
153	b98480f47df3c4fb2e0819afa60d8e07637061b3	45.76.236.116	8621	307.146700
153	b85d9e5e79aec903166ce4651ff4e613324033d5	188.165.192.28	51413	702.332700
153	b916eb7e384872345827d8ecd8bc20d585b1f403	37.187.100.100	51413	149.292100
153	b9546dfddf7380d1bc90e3bde3c8f1373edd4f87	99.242.150.134	50321	536.348400
153	b893c9fff203b1b59964a38cfbc2d8ba8cf3e2ad	155.4.163.50	51413	184.112900
153	b8f472070146ca2be4003977969211a1cda41eab	60.120.185.235	6889	365.934400
153	b87392414009abc50476ba2f6bd87a2c4a1a126b	180.125.121.156	1029	373.941500
154	bec828897e857f9faa1ce4c690d83641ab279575	46.182.109.160	49281	408.962800
154	bf6b3b2b6bf2aa1a181656f24a222a5f1a2c2078	178.62.29.168	51413	364.004600
154	bff9d54da02c6e679afdfa03b9d1799245f12d44	176.31.253.151	51413	185.267700
154	bedaa12a9a6fb5036f14953698917ab3d8e96928	174.105.192.7	60062	936.037100
154	bec0d8293ecff4c1992469d2e822f218e1fed8d3	62.210.204.47	51412	489.167900
155	b55317af503bcf560e5dc07d0ed762af5fced573	195.154.165.90	55091	472.322400
155	b1dcf8edf5ebd48695244033f70c1ae8156a30c1	185.45.195.177	28116	181.488100
155	b1fee3e44b5009f85243460aa054a00a94def994	78.198.9.20	51412	180.038600
155	b2ae774796cde36c44b144df0cfe118742ef44dc	81.128.157.220	51413	263.164100
155	b3e9650a72723c304d39193e71259160a9e07595	213.240.192.81	18438	223.132100
155	b117609e433b503e03e7edaeba1d8e3c0e226c2c	183.97.185.160	41150	416.619500
155	b4dc39ad11f83e3203032ee71eb1f7a220900f16	195.154.179.2	52842	171.029700
156	a7ad6669566d99775b034619502e104bc870e79a	5.135.181.61	6881	254.653400
156	a953c8b42df3aacebb14f5a4178ff878e2d74f1b	78.61.251.156	51413	572.247000
156	a0971905d6bf44867bcc97d2024ea97d5aea9f83	46.101.108.60	51413	198.814900
156	a3ffcce33c24c35407a9c2ebc4295d08e798c82f	81.132.34.109	38427	559.164800
156	ac7a1b4a24b831d808993b3e23b1f7a22f2b118f	195.154.181.225	46307	155.826600
157	8a5b9bd275764dc23d15438d4a946022fba243d5	185.45.195.180	28033	361.177100
157	975f99ea615196b05cf1da20328074afa69418ba	5.135.163.184	16881	364.629400
157	930bf6b53b8c1847e82e9e2ff32f5d2a71931229	5.79.81.103	6881	259.876900
157	8793751db2ab4e22db654a4fb868541052c14409	151.80.38.76	6881	852.039300
157	87cf27367c4b16c9bbc9de2656c1532f8fa103c9	46.182.109.140	26559	370.591000
157	8a93f2f993b2c34f7deff1bf89c6ae2e51df0785	185.45.195.169	28046	540.539600
157	95a5c84b870fbe7d9560bd6ddcd6a5010f022128	217.17.240.111	17631	580.887400
158	fb33269fca5b8db54677c9b858c1125a64a50553	54.37.181.31	51413	448.857200
158	ef9ef7cb0864ba23d02f48a6f56b35660b4ee3aa	185.45.195.159	28012	287.081300
158	eb2c95f97506959309f17717c4e38f6e66f423a7	185.45.195.187	28107	156.774700
158	f25d4c42569812c0323c99e7ad6d0d68b6cd40a8	51.15.4.12	6881	165.801600
158	c53ba3002bf8cf2c450eaac06de786e69c27a48d	37.59.60.16	51413	153.957200
158	c7986802b5abacbf0c936d22dc3ae62314c39e07	86.8.106.224	6881	392.847200
158	ca00a87b0417dbb61d08881cd9600b8c0daabda0	93.56.169.5	64306	175.081000
159	3e96276aed17358d12c77fa8bfda269b283320f1	181.188.100.104	50321	314.698300
159	0dc67bb5e883b161ee34469ad0d9d6ce28de4664	5.135.190.37	6881	170.018600
159	0c6ba66a6ba9fbcc12311644e7c1deb2bd16d8e8	185.45.195.180	28025	158.024100
159	5632fcf91bb939e9edc73e41e34ca880797367c8	185.45.195.183	28122	154.023800
159	0a32c2ab119af1006b4b2f4141e116e91b71d1cb	5.79.68.76	6881	158.923300
159	0ba046b35051059d1447f0953f597cfe93f7740c	148.251.52.98	50000	176.234900
159	09152f5a13da7daa921f5b396a0ec0da52fab36a	185.107.71.134	28024	158.183500
159	0e91bcda23ce92cfe389f4a7746ff0163f4c0469	51.159.70.120	63443	155.460600
